rank,age,player_name,gamertag,num_frst,num_scnd,num_thrd,num_top3,earnings,earnings_per_top3,log_earnings,is_outlier
1625,25,,Cobraaaaaaaa,0,0,1,1,1068,1068,6.974478911025045,False
1626,30,Alejandro Déleon Pajón,Romeo,0,1,0,1,1067,1067,6.97354301952014,False
1627,25,Tim Grodon,BaasheD,3,1,0,4,1060,265,6.966967138613983,False
1628,25,,Kicked,0,2,1,3,1058,353,6.9650803456014065,False
1629,25,,sNakj,2,0,0,2,1055,528,6.962243464266207,False
1630,22,Andrey Baviyan,Andreezy,0,0,1,1,1050,1050,6.957497370876951,False
1631,25,,River,0,0,1,1,1050,1050,6.957497370876951,False
1632,24,Adair Guerra,Kaethic,0,0,2,2,1043,522,6.950814768442584,False
1633,25,,Matz,2,2,1,5,1040,208,6.947937068614969,False
1634,25,,Fakers,0,0,0,0,1037,0,6.945051063725834,False
1635,25,,Bigguy,2,2,2,6,1035,172,6.943122422819428,False
1636,25,,d3naTi,6,3,2,11,1034,94,6.942156705699469,False
1637,20,Jan-Niclas B.,splliz,6,1,2,9,1034,115,6.942156705699469,False
1638,28,Rachel,AussiePrincess,5,2,0,7,1027,147,6.93537044601511,False
1639,24,Marcello Omobono,g3r0,0,1,2,3,1026,342,6.934397209928558,False
1640,22,Sali Jakupi,Haci,7,6,3,16,1026,64,6.934397209928558,False
1641,26,Gustavo Toriani,Pandex,0,0,1,1,1025,1025,6.933423025730715,False
1642,22,Bence Köblös,Koblos,3,3,0,6,1025,171,6.933423025730715,False
1643,25,,pupP,5,2,0,7,1024,146,6.932447891572509,False
1644,19,Kieren Harley-pesce,Bmzy,1,3,1,5,1024,205,6.932447891572509,False
1645,25,,SmileBoi,0,2,1,3,1023,341,6.931471805599453,False
1646,25,,ShibeNuts,0,2,1,3,1021,340,6.92951677076365,False
1647,25,,VioletVersace,0,0,1,1,1018,1018,6.926577033222725,False
1648,25,,Zheka,0,1,1,2,1015,508,6.923628628138427,False
1649,20,Spencer Katzman,Teddy,2,1,1,4,1014,254,6.922643891475888,False
1650,21,Evan McDonnell,Evan,1,2,0,3,1012,337,6.920671504248683,False
1651,25,,Rolo,3,0,0,3,1008,336,6.9167150203536085,False
1652,25,,Majere,4,1,1,6,1008,168,6.9167150203536085,False
1653,25,,Array,0,2,1,3,1007,336,6.915723448631314,False
1654,23,Gabriel Olivari,GeB,1,0,0,1,1006,1006,6.914730892718563,False
1655,24,José Rivera,Gonna,1,0,1,2,1005,502,6.913737350659685,False
1656,25,,JPK,0,0,1,1,1004,1004,6.912742820493176,False
1657,25,,Baitzera,2,2,1,5,1003,201,6.911747300251674,False
1658,30,Jordan Eychenne,Erakore,0,0,0,0,1000,0,6.90875477931522,False
1659,25,,ZyTxX,0,0,1,1,1000,1000,6.90875477931522,False
1660,25,,Kori,0,0,0,0,1000,0,6.90875477931522,False
1661,25,,Santa,0,1,0,1,1000,1000,6.90875477931522,False
1662,31,Toni Castro,Amaze,0,0,0,0,1000,0,6.90875477931522,False
1663,25,,zz,0,2,0,2,1000,500,6.90875477931522,False
1664,25,Rafael Vargas,Twiistz,0,1,0,1,1000,1000,6.90875477931522,False
