#,age,Name,Player,Achievements,Unnamed: 3,Unnamed: 4,Unnamed: 5,Earnings
38,24.0,Fatih Türker,Solotov,,9,7,7,"$365,082"
39,26.0,Nathanial Duvall,Rampy,,9,4,7,"$363,268"
40,24.0,Danila Dontsov,dan,,10,7,4,"$351,471"
41,21.0,Benjamin Dereli,Benjamaster,,5,5,8,"$349,705"
42,30.0,Fabian Hällsten,Fabian,,13,4,6,"$344,479"
43,30.0,Daniel Mazorra Romero,Goga,,11,2,5,"$318,997"
44,27.0,Dmitry Semenov,Scyther,,13,8,3,"$313,554"
45,27.0,Brady Davenport,Chala,,5,4,2,"$312,733"
46,32.0,Joonas Savolainen,jNSzki,,10,2,4,"$299,247"
47,26.0,Javier DeAndre Escamilla,Thinkingnade,,6,2,5,"$296,413"
48,26.0,Matthew Stevens,Hotancold,,7,3,9,"$294,783"
49,21.0,Gabriel Fernandes,volpz,,3,10,4,"$292,724"
50,31.0,Gabriel Hespanhol,cameram4n,,6,5,11,"$275,237"
51,31.0,Paulo Augusto Arneiro Lourenço,psk1,,8,3,8,"$275,083"
52,24.0,Byron Murray,Blurr,,5,2,3,"$267,276"
53,23.0,Dmitry Mitrahovich,Always,,6,6,4,"$266,131"
54,27.0,Adrien Rutik,RaFaLe,,9,13,7,"$260,880"
55,25.0,Davide Bucci,FoxA,,7,4,14,"$258,094"
56,25.0,José Victor Santos De Souza,Bullet1,,8,1,7,"$247,140"
57,22.0,Leonardo Biondi Figueiredo,Kyno,,4,4,4,"$243,859"
58,27.0,Leonardo Luis Buzzachera,Astro,,5,4,12,"$236,896"
59,25.0,Thiago Reis,xS3xyCake,,9,3,8,"$229,776"
60,23.0,Lorenzo Gomes Volpi,Lagonis,,5,7,4,"$223,700"
61,22.0,Pablo Oliveira,resetz,,3,5,4,"$221,542"
62,21.0,William Löfstedt,Spoit,,11,5,1,"$216,479"
63,23.0,Nick Rapier,njr,,3,4,5,"$214,788"
64,,,Jlad,,11,8,3,"$214,344"
65,27.0,Tyler McMullin,Ecl9pse,,6,6,8,"$213,383"
66,27.0,João Deam,HSnamuringa,,7,5,8,"$211,714"
67,27.0,Franklyn Andres Cordero,VertcL,,4,8,7,"$202,834"
68,22.0,Roberto Feliciano,Panbazou,,2,3,5,"$200,145"
69,30.0,Aleksi Työppönen,UUNO,,6,7,5,"$197,451"
70,22.0,Leonardo Lopes,d4sh,,5,3,4,"$197,057"
71,23.0,João Miranda,Dotz,,4,2,4,"$196,872"
72,28.0,Gabriel Mirelez,LaXInG,,5,4,11,"$196,746"
73,,,Okillz,,8,9,4,"$195,888"
74,22.0,Júlio Gabriel,L0BIN,,3,8,5,"$192,554"
75,27.0,Alexander Magor,Skys,,5,4,7,"$189,117"
76,22.0,David Ifidon,iconic,,4,3,0,"$187,488"
77,24.0,Paul Kontopanagiotis,Hyper,,4,6,4,"$186,825"
78,20.0,Fahad Albabtain,P9,,11,8,1,"$186,344"
79,26.0,Ben McMillan,CTZN,,10,4,3,"$185,419"
80,24.0,Reon Sakai,Anitun,,9,7,7,"$182,830"
81,24.0,Sho Hasegawa,BlackRay,,9,7,7,"$182,830"
